record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_01756,Onion,1,0,15,6.38,1.53,0.29,342.0,12.4,211.7,14.8,0.46,11.37,Sandy loam,Medium,Medium,Medium,40.0,20.0,32.0,70.0,43.5,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01757,Onion,2,15,30,7.41,0.83,0.56,193.2,21.7,67.6,31.1,1.74,9.9,Sandy loam,Low,Medium,Low,50.0,20.0,40.0,91.7,43.5,66.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01758,Onion,3,30,60,6.38,1.24,0.41,117.0,3.9,123.5,31.6,0.83,3.94,Sandy loam,Low,Low,Low,50.0,26.0,40.0,86.5,56.5,66.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01759,Onion,1,0,15,6.97,1.7,0.55,431.6,8.7,198.0,10.0,1.53,8.07,Alluvial,Medium,Low,Medium,40.0,26.0,32.0,87.0,0.0,53.3,162.5,0.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01760,Onion,2,15,30,8.0,2.08,0.37,373.3,23.4,287.5,32.0,1.6,9.29,Alluvial,Medium,Medium,Medium,40.0,20.0,32.0,70.0,43.5,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01761,Onion,3,30,60,5.86,0.75,0.42,283.6,10.2,221.6,5.2,0.61,7.78,Alluvial,Medium,Medium,Medium,40.0,20.0,32.0,87.0,0.0,53.3,125.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01762,Onion,1,0,15,6.82,2.23,0.82,575.0,21.1,434.2,25.0,0.99,4.99,Sandy loam,High,Medium,High,12.0,20.0,0.0,9.1,43.5,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01763,Onion,2,15,30,7.53,1.32,0.58,417.4,26.5,141.4,26.1,0.87,10.53,Sandy loam,Medium,High,Low,40.0,0.0,40.0,87.0,0.0,66.7,0.0,0.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01764,Onion,3,30,60,7.05,2.12,0.5,292.8,4.4,137.8,23.6,1.15,7.95,Sandy loam,Medium,Low,Low,40.0,26.0,40.0,64.8,56.5,80.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01765,Onion,1,0,15,7.58,1.62,1.06,484.7,42.4,256.2,19.4,0.36,3.26,Alluvial,Medium,High,Medium,36.0,0.0,32.0,78.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01766,Onion,2,15,30,6.39,1.54,0.82,385.2,31.0,235.6,29.7,1.2,11.5,Alluvial,Medium,High,Medium,36.0,0.0,32.0,78.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01767,Onion,3,30,60,7.3,1.8,0.33,261.2,8.2,220.5,15.1,1.19,6.68,Alluvial,Low,Low,Medium,50.0,26.0,32.0,86.5,56.5,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01768,Onion,1,0,15,6.76,1.01,1.0,165.1,20.3,184.0,12.8,1.26,3.55,Alluvial,Low,Medium,Medium,46.0,20.0,32.0,83.0,43.5,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01769,Onion,2,15,30,7.53,2.08,0.6,112.0,26.2,196.5,14.1,1.32,6.12,Alluvial,Low,High,Medium,50.0,0.0,32.0,108.7,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01770,Onion,3,30,60,7.79,1.11,0.11,79.7,17.3,56.1,27.3,1.06,9.83,Alluvial,Low,Medium,Low,50.0,20.0,40.0,91.7,43.5,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01771,Onion,1,0,15,6.18,1.02,0.54,474.7,11.3,275.3,11.3,0.8,3.03,Black soil,Medium,Medium,Medium,40.0,20.0,32.0,87.0,0.0,53.3,125.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01772,Onion,2,15,30,7.1,0.33,0.54,334.2,14.0,104.2,18.8,1.13,4.2,Black soil,Medium,Medium,Low,40.0,20.0,40.0,70.0,43.5,66.7,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01773,Onion,3,30,60,6.47,1.18,0.25,276.3,19.5,178.3,19.6,0.9,7.23,Black soil,Low,Medium,Medium,50.0,20.0,32.0,91.7,43.5,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01774,Onion,1,0,15,6.58,1.33,0.3,530.1,45.1,203.3,28.2,0.98,6.71,Sandy loam,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01775,Onion,2,15,30,7.27,0.28,0.43,447.4,28.7,328.0,9.4,1.01,8.28,Sandy loam,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,40.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01776,Onion,3,30,60,6.9,0.83,0.45,124.5,11.5,113.6,7.7,1.21,9.82,Sandy loam,Low,Medium,Low,50.0,20.0,40.0,108.7,0.0,66.7,125.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01777,Onion,1,0,15,7.81,0.34,0.53,287.0,31.5,172.4,5.5,1.31,8.92,Clay loam,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,40.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01778,Onion,2,15,30,6.03,0.69,0.24,200.3,34.8,283.0,16.0,1.61,9.09,Clay loam,Low,High,Medium,50.0,0.0,32.0,108.7,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01779,Onion,3,30,60,7.06,1.24,0.44,213.3,11.2,63.7,9.0,1.33,3.45,Clay loam,Low,Medium,Low,50.0,20.0,40.0,108.7,0.0,66.7,125.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01780,Onion,1,0,15,8.51,2.41,0.92,245.6,39.5,320.2,31.8,0.21,11.09,Clay loam,Low,High,Medium,46.0,0.0,32.0,100.0,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01781,Onion,2,15,30,7.27,0.48,0.53,458.2,19.7,201.0,19.6,0.51,3.25,Clay loam,Medium,Medium,Medium,40.0,20.0,32.0,70.0,43.5,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01782,Onion,3,30,60,7.41,2.49,0.25,292.7,21.8,212.6,11.6,0.42,9.32,Clay loam,Medium,Medium,Medium,40.0,20.0,32.0,87.0,0.0,64.0,125.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01783,Onion,1,0,15,8.31,1.86,0.55,193.6,10.7,149.3,9.7,0.6,9.49,Clay loam,Low,Medium,Medium,50.0,20.0,32.0,108.7,0.0,53.3,125.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01784,Onion,2,15,30,8.42,1.09,0.42,351.2,27.5,301.4,18.9,0.94,5.83,Clay loam,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01785,Onion,3,30,60,8.2,0.64,0.54,297.0,6.7,68.0,22.8,1.31,4.71,Clay loam,Medium,Low,Low,40.0,26.0,40.0,64.8,56.5,66.7,0.0,0.0,0.0,Phosphorus,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01786,Onion,1,0,15,8.4,1.14,0.86,595.0,8.0,333.3,16.0,0.69,5.99,Clay loam,High,Low,Medium,12.0,26.0,32.0,3.9,56.5,53.3,0.0,0.0,0.0,Phosphorus,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01787,Onion,2,15,30,7.65,1.08,0.22,163.8,32.2,97.6,30.4,0.45,9.27,Clay loam,Low,High,Low,50.0,0.0,40.0,108.7,0.0,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01788,Onion,3,30,60,6.98,2.2,0.37,244.1,23.5,167.8,21.4,1.5,3.31,Clay loam,Low,Medium,Medium,50.0,20.0,32.0,91.7,43.5,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01789,Onion,1,0,15,8.47,1.24,0.35,452.2,33.1,334.3,8.7,0.47,4.32,Black soil,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,40.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01790,Onion,2,15,30,8.25,1.6,0.6,397.4,32.8,163.0,4.4,1.07,10.11,Black soil,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,40.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01791,Onion,3,30,60,5.72,2.24,0.53,266.7,8.4,173.7,9.4,0.82,11.95,Black soil,Low,Low,Medium,50.0,26.0,32.0,108.7,0.0,64.0,162.5,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01792,Onion,1,0,15,6.57,1.62,0.94,253.4,43.5,209.2,10.4,0.69,2.84,Loam,Low,High,Medium,46.0,0.0,32.0,100.0,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01793,Onion,2,15,30,8.54,2.02,0.56,128.9,6.7,303.1,16.3,1.01,7.38,Loam,Low,Low,Medium,50.0,26.0,32.0,86.5,56.5,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01794,Onion,3,30,60,5.72,1.3,0.54,129.7,8.3,165.6,14.1,0.62,3.01,Loam,Low,Low,Medium,50.0,26.0,32.0,108.7,0.0,53.3,162.5,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01795,Onion,1,0,15,6.19,1.59,0.49,153.0,31.3,168.3,23.7,1.08,2.65,Alluvial,Low,High,Medium,50.0,0.0,32.0,108.7,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01796,Onion,2,15,30,7.76,2.16,0.68,341.1,12.1,228.4,8.1,0.93,7.27,Alluvial,Medium,Medium,Medium,40.0,20.0,32.0,87.0,0.0,64.0,125.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01797,Onion,3,30,60,7.68,2.47,0.42,261.0,14.9,121.6,20.4,1.02,3.97,Alluvial,Low,Medium,Low,50.0,20.0,40.0,91.7,43.5,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01798,Onion,1,0,15,7.48,1.0,1.09,360.6,35.5,391.5,6.9,1.54,8.97,Red soil,Medium,High,High,36.0,0.0,0.0,78.3,0.0,0.0,0.0,0.0,40.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01799,Onion,2,15,30,6.34,0.8,0.69,413.2,35.6,213.4,31.0,1.34,4.16,Red soil,Medium,High,Medium,40.0,0.0,32.0,87.0,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01800,Onion,3,30,60,5.94,0.73,0.34,116.6,12.4,138.9,10.7,1.47,3.93,Red soil,Low,Medium,Low,50.0,20.0,40.0,108.7,0.0,66.7,125.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01801,Tomato,1,0,15,8.75,1.91,0.62,315.9,40.3,429.7,19.9,1.77,7.41,Sandy loam,Medium,High,High,48.0,0.0,0.0,104.3,0.0,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01802,Tomato,2,15,30,7.2,0.33,0.52,436.5,9.8,100.2,26.9,0.22,4.69,Sandy loam,Medium,Low,Low,48.0,41.6,40.0,68.9,90.4,66.7,0.0,0.0,0.0,Phosphorus,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01803,Tomato,3,30,60,8.43,0.24,0.4,156.5,12.1,65.6,29.5,1.01,8.5,Sandy loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01804,Tomato,1,0,15,8.36,2.59,0.79,477.4,11.1,287.2,26.9,0.5,6.15,Red soil,Medium,Medium,Medium,48.0,32.0,32.0,77.2,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01805,Tomato,2,15,30,5.81,0.36,0.63,426.7,13.6,153.7,10.8,1.71,8.1,Red soil,Medium,Medium,Medium,48.0,32.0,32.0,104.3,0.0,53.3,200.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01806,Tomato,3,30,60,7.99,2.24,0.21,255.8,19.1,144.1,7.9,0.7,6.38,Red soil,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01807,Tomato,1,0,15,6.54,1.96,0.24,121.8,36.8,448.1,16.8,1.4,11.2,Alluvial,Low,High,High,60.0,0.0,0.0,130.4,0.0,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01808,Tomato,2,15,30,5.51,2.33,0.31,213.5,27.9,169.9,27.4,0.73,11.08,Alluvial,Low,High,Medium,60.0,0.0,32.0,130.4,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01809,Tomato,3,30,60,5.65,1.33,0.5,157.5,8.6,58.3,29.3,0.83,6.02,Alluvial,Low,Low,Low,60.0,41.6,40.0,130.4,0.0,66.7,260.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01810,Tomato,1,0,15,7.84,2.03,1.0,591.3,47.4,90.6,16.5,0.72,6.29,Sandy loam,High,High,Low,14.4,0.0,40.0,31.3,0.0,80.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01811,Tomato,2,15,30,8.2,2.58,0.3,322.0,5.8,233.6,14.3,1.1,4.35,Sandy loam,Medium,Low,Medium,48.0,41.6,32.0,68.9,90.4,64.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01812,Tomato,3,30,60,6.88,0.73,0.34,154.5,18.2,146.6,15.3,0.82,6.86,Sandy loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01813,Tomato,1,0,15,7.24,1.6,0.68,380.0,32.7,132.6,18.8,1.29,8.59,Sandy loam,Medium,High,Low,48.0,0.0,40.0,104.3,0.0,66.7,0.0,0.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01814,Tomato,2,15,30,8.08,0.39,0.13,391.1,18.0,165.5,27.6,1.11,11.02,Sandy loam,Medium,Medium,Medium,48.0,32.0,32.0,77.2,69.6,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01815,Tomato,3,30,60,5.58,1.75,0.14,295.8,5.8,203.6,25.4,0.77,10.57,Sandy loam,Medium,Low,Medium,48.0,41.6,32.0,104.3,0.0,53.3,260.0,0.0,0.0,Phosphorus,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01816,Tomato,1,0,15,7.22,1.65,0.98,310.1,18.7,118.3,27.9,1.42,11.81,Red soil,Medium,Medium,Low,43.2,32.0,40.0,66.7,69.6,66.7,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01817,Tomato,2,15,30,7.39,2.63,0.78,384.0,15.9,205.3,31.2,0.39,7.12,Red soil,Medium,Medium,Medium,48.0,32.0,32.0,77.2,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01818,Tomato,3,30,60,6.46,0.43,0.43,182.1,11.1,78.3,6.1,1.07,10.07,Red soil,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01819,Tomato,1,0,15,7.32,0.93,0.73,416.1,45.5,246.9,9.0,0.43,11.46,Red soil,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01820,Tomato,2,15,30,6.6,1.73,0.43,394.2,32.3,314.1,11.4,1.37,5.03,Red soil,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01821,Tomato,3,30,60,5.94,2.34,0.24,133.4,13.2,195.3,12.9,1.45,3.7,Red soil,Low,Medium,Medium,60.0,32.0,32.0,130.4,0.0,64.0,200.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
